"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.689344640E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.699296407E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.709055035E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.719059192E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.728970448E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.739103479E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.749153214E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.759133837E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
4.769066166E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.779292315E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.789093623E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.799265624E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.809013877E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.818867242E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.829216773E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.839107592E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
4.848872790E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.859187822E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.869176085E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
4.879267802E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.889187147E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.899177871E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.909052253E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
4.919472536E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,4.000000000E0,1.000000000E2
4.929274958E2,6.500954860E1,2.547546398E1,-2.146505198E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
4.939088690E2,6.500955095E1,2.547544571E1,-2.046505410E1,9.499999881E-1,3.145000000E2,3.000000000E0,1.000000000E2
4.949369428E2,6.500956113E1,2.547541260E1,-1.946506018E1,1.750000000E0,3.128999939E2,3.000000000E0,1.000000000E2
4.959102805E2,6.500957170E1,2.547537178E1,-1.946506692E1,1.919999957E0,3.125000000E2,3.000000000E0,1.000000000E2
4.969294463E2,6.500958351E1,2.547533582E1,-1.946507380E1,1.639999986E0,3.072000122E2,3.500000000E0,1.000000000E2
4.979054128E2,6.500959508E1,2.547528779E1,-1.846508141E1,1.829999924E0,3.132000122E2,3.500000000E0,1.000000000E2
4.989401026E2,6.500960786E1,2.547524747E1,-1.846508896E1,1.659999967E0,3.180000000E2,3.500000000E0,1.000000000E2
4.999193271E2,6.500961939E1,2.547520716E1,-1.746509603E1,1.860000014E0,3.147999878E2,3.500000000E0,1.000000000E2
5.009083861E2,6.500962957E1,2.547517103E1,-1.746510231E1,1.669999957E0,3.116000061E2,3.500000000E0,1.000000000E2
5.019377138E2,6.500963837E1,2.547512426E1,-1.746510881E1,1.909999967E0,3.102000122E2,3.500000000E0,1.000000000E2
5.029048616E2,6.500964919E1,2.547507665E1,-1.746511611E1,1.949999928E0,3.066000061E2,3.500000000E0,1.000000000E2
5.039296998E2,6.500966042E1,2.547502904E1,-1.746512357E1,2.029999971E0,3.058999939E2,3.500000000E0,1.000000000E2
5.049402987E2,6.500967333E1,2.547497766E1,-1.646513192E1,2.230000019E0,3.057999878E2,3.000000000E0,1.000000000E2
5.059296678E2,6.500968623E1,2.547492527E1,-1.646514034E1,2.569999933E0,3.076000061E2,3.500000000E0,1.000000000E2
5.069121532E2,6.500970082E1,2.547487540E1,-1.646514922E1,2.389999866E0,3.140000000E2,3.500000000E0,1.000000000E2
5.079374389E2,6.500971616E1,2.547483475E1,-1.546515776E1,2.639999866E0,3.126000061E2,3.500000000E0,1.000000000E2
5.089148573E2,6.500972982E1,2.547477272E1,-1.546516712E1,3.220000029E0,3.042999878E2,3.000000000E0,1.000000000E2
5.099048244E2,6.500974298E1,2.547470391E1,-1.546517676E1,3.210000038E0,2.988999939E2,3.500000000E0,1.000000000E2
5.109123886E2,6.500975932E1,2.547463459E1,-1.546518764E1,3.409999847E0,3.026000061E2,3.500000000E0,1.000000000E2
5.119162624E2,6.500977831E1,2.547456251E1,-1.546519969E1,3.470000029E0,3.042000122E2,4.000000000E0,1.000000000E2
5.129063443E2,6.500979369E1,2.547448849E1,-1.546521053E1,3.449999809E0,2.998999939E2,4.000000000E0,1.000000000E2
5.139138754E2,6.500980857E1,2.547442093E1,-1.546522074E1,3.109999895E0,3.006000061E2,4.000000000E0,1.000000000E2
5.149126061E2,6.500982403E1,2.547435824E1,-1.546523084E1,3.009999990E0,3.040000000E2,3.500000000E0,1.000000000E2
5.159195771E2,6.500983971E1,2.547429831E1,-1.546524083E1,2.839999914E0,3.065000000E2,3.500000000E0,1.000000000E2
5.169181704E2,6.500985257E1,2.547423150E1,-1.446525023E1,3.059999943E0,3.022999878E2,3.500000000E0,1.000000000E2
5.179444484E2,6.500986661E1,2.547416696E1,-1.446525992E1,3.189999819E0,3.032999878E2,3.500000000E0,1.000000000E2
5.189194131E2,6.500988174E1,2.547409723E1,-1.446527039E1,3.079999924E0,3.040000000E2,3.500000000E0,1.000000000E2
5.199287870E2,6.500989901E1,2.547403076E1,-1.346528143E1,3.289999962E0,3.105000000E2,3.500000000E0,1.000000000E2
5.209151467E2,6.500991963E1,2.547396320E1,-1.346529381E1,3.730000019E0,3.071000061E2,3.500000000E0,1.000000000E2
5.218894134E2,6.500994071E1,2.547388625E1,-1.346530701E1,3.649999857E0,3.071000061E2,3.500000000E0,1.000000000E2
5.229273982E2,6.500996062E1,2.547381073E1,-1.346531967E1,3.569999933E0,3.081000061E2,3.000000000E0,1.000000000E2
5.239184056E2,6.500997700E1,2.547374996E1,-1.246533000E1,2.759999990E0,3.092999878E2,3.000000000E0,1.000000000E2
5.249125392E2,6.500999251E1,2.547369649E1,-1.246533950E1,2.359999895E0,3.102999878E2,3.500000000E0,1.000000000E2
5.259298186E2,6.501000592E1,2.547364997E1,-1.346534773E1,1.730000019E0,3.112000122E2,3.500000000E0,1.000000000E2
5.269010877E2,6.501001719E1,2.547361610E1,-1.346535430E1,1.169999957E0,3.065000000E2,3.500000000E0,1.000000000E2
5.279293478E2,6.501002788E1,2.547358861E1,-1.246536021E1,9.099999666E-1,3.137999878E2,3.000000000E0,1.000000000E2
5.289080489E2,6.501003538E1,2.547357663E1,-1.246536385E1,8.100000024E-1,3.202999878E2,2.500000000E0,1.000000000E2
5.299308636E2,6.501004301E1,2.547356020E1,-1.246536785E1,6.200000048E-1,3.217999878E2,3.000000000E0,1.000000000E2
5.309062367E2,6.501004712E1,2.547354989E1,-1.246537010E1,2.500000000E-1,3.243999939E2,3.000000000E0,1.000000000E2
5.319178260E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,2.500000000E0,1.000000000E2
5.328704648E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.339026693E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.349251280E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.359225952E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.369352700E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.378763523E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,2.500000000E0,1.000000000E2
5.389052337E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,2.500000000E0,1.000000000E2
5.399130535E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.409195556E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,2.500000000E0,1.000000000E2
5.419307175E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,2.500000000E0,1.000000000E2
5.428675497E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.439036876E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.449180307E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.458999761E2,6.501004720E1,2.547355047E1,-1.246537009E1,0.000000000E0,0.000000000E0,3.000000000E0,1.000000000E2
5.469131048E2,6.501004997E1,2.547353245E1,-1.346537237E1,1.090000033E0,3.067999878E2,2.500000000E0,1.000000000E2
5.479410872E2,6.501005625E1,2.547349951E1,-1.346537700E1,1.469999909E0,3.067000122E2,3.000000000E0,1.000000000E2
5.489204390E2,6.501006593E1,2.547346213E1,-1.346538321E1,1.599999905E0,3.035000000E2,3.000000000E0,1.000000000E2
5.499301566E2,6.501007402E1,2.547342340E1,-1.346538891E1,1.620000005E0,3.032000122E2,3.000000000E0,1.000000000E2
5.509238979E2,6.501008316E1,2.547338971E1,-1.346539466E1,1.500000000E0,3.085000000E2,3.000000000E0,1.000000000E2
5.519339441E2,6.501009221E1,2.547335643E1,-1.346540035E1,1.309999943E0,3.141000061E2,3.000000000E0,1.000000000E2
5.529346036E2,6.501010403E1,2.547332224E1,-1.446540715E1,1.629999995E0,3.152999878E2,3.000000000E0,1.000000000E2
5.539517320E2,6.501011623E1,2.547328703E1,-1.446541416E1,1.750000000E0,3.160000000E2,3.000000000E0,1.000000000E2
5.549137534E2,6.501013035E1,2.547324864E1,-1.446542212E1,2.029999971E0,3.160000000E2,3.000000000E0,1.000000000E2
5.559358172E2,6.501014569E1,2.547320975E1,-1.446543057E1,2.119999886E0,3.172000122E2,3.000000000E0,1.000000000E2
5.569443047E2,6.501015914E1,2.547316348E1,-1.446543881E1,2.049999952E0,3.117000122E2,3.000000000E0,1.000000000E2
5.579137429E2,6.501017456E1,2.547311663E1,-1.446544784E1,3.009999990E0,3.087999878E2,3.000000000E0,1.000000000E2
5.588800823E2,6.501019233E1,2.547306030E1,-1.446545841E1,3.029999971E0,3.075000000E2,3.000000000E0,1.000000000E2
5.598774987E2,6.501021157E1,2.547300406E1,-1.446546952E1,3.199999809E0,3.103999939E2,3.500000000E0,1.000000000E2
5.609094280E2,6.501023181E1,2.547294438E1,-1.446548126E1,3.289999962E0,3.108999939E2,3.000000000E0,1.000000000E2
5.619247486E2,6.501025210E1,2.547288177E1,-1.446549321E1,3.439999819E0,3.103999939E2,3.000000000E0,1.000000000E2
5.629058443E2,6.501027230E1,2.547281966E1,-1.446550510E1,3.279999971E0,3.098999939E2,3.000000000E0,1.000000000E2
5.639149773E2,6.501029145E1,2.547276107E1,-1.446551635E1,2.939999819E0,3.117000122E2,3.500000000E0,1.000000000E2
5.649171439E2,6.501030842E1,2.547270306E1,-1.446552674E1,3.139999866E0,3.130000000E2,3.500000000E0,1.000000000E2
5.659305184E2,6.501033172E1,2.547264892E1,-1.546553926E1,3.449999809E0,3.133999939E2,3.500000000E0,1.000000000E2
5.669069963E2,6.501035360E1,2.547258203E1,-1.546555211E1,3.579999924E0,3.107999878E2,3.000000000E0,1.000000000E2
5.679238327E2,6.501037309E1,2.547251154E1,-1.546556432E1,3.599999905E0,3.043999939E2,3.500000000E0,1.000000000E2
5.689315462E2,6.501039178E1,2.547244012E1,-1.546557629E1,3.500000000E0,3.041000061E2,3.500000000E0,1.000000000E2
5.699181374E2,6.501040943E1,2.547237215E1,-1.546558763E1,3.740000010E0,3.002999878E2,3.500000000E0,1.000000000E2
5.709021011E2,6.501042539E1,2.547229227E1,-1.646559917E1,3.889999866E0,2.976000061E2,3.500000000E0,1.000000000E2
5.719196526E2,6.501044232E1,2.547222085E1,-1.646561048E1,3.579999924E0,3.006000061E2,3.500000000E0,1.000000000E2
5.729214975E2,6.501046202E1,2.547215061E1,-1.646562276E1,3.519999981E0,3.052000122E2,3.500000000E0,1.000000000E2
5.739218901E2,6.501048407E1,2.547208515E1,-1.646563560E1,3.349999905E0,3.077999878E2,3.500000000E0,1.000000000E2
5.749179168E2,6.501050418E1,2.547201063E1,-1.746564834E1,3.309999943E0,3.077999878E2,3.500000000E0,1.000000000E2
5.759258576E2,6.501052225E1,2.547194609E1,-1.746565961E1,2.970000029E0,3.085000000E2,3.500000000E0,1.000000000E2
5.769301358E2,6.501053893E1,2.547189002E1,-1.746566978E1,2.519999981E0,3.096000061E2,3.500000000E0,1.000000000E2
5.779084367E2,6.501055435E1,2.547184099E1,-1.746567899E1,2.379999876E0,3.091000061E2,3.500000000E0,1.000000000E2
5.789093073E2,6.501056944E1,2.547178851E1,-1.746568832E1,2.250000000E0,3.092999878E2,3.500000000E0,1.000000000E2
5.799382198E2,6.501058125E1,2.547173839E1,-1.746569625E1,2.139999866E0,3.041000061E2,3.500000000E0,1.000000000E2
5.809063791E2,6.501059052E1,2.547168307E1,-1.746570357E1,2.359999895E0,3.002000122E2,4.000000000E0,1.000000000E2
5.819053275E2,6.501060321E1,2.547162482E1,-1.746571239E1,2.639999866E0,3.047999878E2,4.000000000E0,1.000000000E2
5.829202858E2,6.501061851E1,2.547156313E1,-1.746572243E1,2.539999962E0,3.093999939E2,4.000000000E0,1.000000000E2
5.839097869E2,6.501063385E1,2.547151074E1,-1.746573185E1,2.589999914E0,3.145000000E2,3.500000000E0,1.000000000E2
5.848947657E2,6.501064982E1,2.547146145E1,-1.746574130E1,2.359999895E0,3.186000061E2,4.000000000E0,1.000000000E2
5.859121937E2,6.501066382E1,2.547141493E1,-1.746574981E1,1.870000005E0,3.172999878E2,4.000000000E0,1.000000000E2
5.869100724E2,6.501067501E1,2.547137612E1,-1.846575672E1,1.059999943E0,3.157999878E2,4.000000000E0,1.000000000E2
5.879090851E2,6.501067907E1,2.547135081E1,-1.846576001E1,9.699999690E-1,3.068999939E2,3.500000000E0,1.000000000E2
5.888875624E2,6.501068213E1,2.547131594E1,-1.846576358E1,1.439999938E0,2.971000061E2,3.500000000E0,1.000000000E2
5.899200409E2,6.501068184E1,2.547128049E1,-1.846576592E1,1.169999957E0,2.783999939E2,4.500000000E0,1.000000000E2
5.909003657E2,6.501068003E1,2.547124671E1,-1.846576757E1,1.240000010E0,2.652999878E2,4.000000000E0,1.000000000E2
5.919177412E2,6.501067413E1,2.547121100E1,-1.746576780E1,1.329999924E0,2.428999939E2,4.000000000E0,1.000000000E2
5.929007372E2,6.501067061E1,2.547118510E1,-1.746576825E1,7.999999523E-1,2.353000031E2,4.000000000E0,1.000000000E2
5.939115435E2,6.501066973E1,2.547116205E1,-1.746576951E1,5.500000119E-1,2.313999939E2,3.500000000E0,1.000000000E2
5.948883071E2,6.501066813E1,2.547113540E1,-1.746577075E1,5.399999619E-1,2.300000000E2,3.500000000E0,1.000000000E2
5.959133825E2,6.501066323E1,2.547111637E1,-1.646577021E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
5.969062907E2,6.501066319E1,2.547110522E1,-1.646577097E1,2.099999934E-1,2.283000031E2,3.500000000E0,1.000000000E2
5.979333605E2,6.501066549E1,2.547110137E1,-1.646577210E1,3.499999940E-1,2.231000061E2,3.500000000E0,1.000000000E2
5.989154779E2,6.501066549E1,2.547109508E1,-1.646577254E1,2.699999809E-1,2.178999939E2,3.500000000E0,1.000000000E2
5.999241467E2,6.501066294E1,2.547109223E1,-1.646577177E1,0.000000000E0,0.000000000E0,4.000000000E0,1.000000000E2
6.009004923E2,6.501066294E1,2.547109223E1,-1.646577177E1,0.000000000E0,0.000000000E0,4.000000000E0,1.000000000E2
6.018936064E2,6.501066294E1,2.547109223E1,-1.646577177E1,0.000000000E0,0.000000000E0,4.000000000E0,1.000000000E2
6.029405036E2,6.501065112E1,2.547105485E1,-1.546576987E1,2.299999893E-1,2.293000031E2,3.000000000E0,1.000000000E2
6.038765537E2,6.501064739E1,2.547103347E1,-1.346576994E1,4.999999702E-2,2.288999939E2,3.500000000E0,1.000000000E2
6.049051947E2,6.501064257E1,2.547100984E1,-1.146576975E1,1.700000018E-1,2.286999969E2,3.000000000E0,1.000000000E2
6.059099245E2,6.501063414E1,2.547100196E1,-1.146576710E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
6.069227230E2,6.501062111E1,2.547097388E1,-1.046576410E1,4.999999702E-2,2.288000031E2,3.500000000E0,1.000000000E2
6.079163338E2,6.501062044E1,2.547097220E1,-1.046576396E1,0.000000000E0,0.000000000E0,3.500000000E0,1.000000000E2
